epoch,step,loss,distill_loss,hr_loss,edge_loss,temporal_loss,teacher_psnr,student_psnr,seconds,steps_per_second
4,261,0.04824369,0.02046053,0.03569082,0.11057040,0.02936300,26.928903,24.730117,28.190,9.2588
4,262,0.04500233,0.01687096,0.03826564,0.08871239,0.02455267,26.209437,24.914957,28.412,9.2215
4,263,0.03661286,0.01359135,0.03183817,0.07201298,0.01837616,27.351942,25.888026,28.463,9.2402
4,264,0.04381168,0.01726825,0.03549636,0.09212115,0.02449408,27.344922,25.470623,28.513,9.2588
4,265,0.04741493,0.01809993,0.04090565,0.09579650,0.02226900,25.833468,24.420016,28.562,9.2781
4,266,0.04697656,0.01878607,0.03777581,0.10027769,0.02572081,26.126491,24.562966,28.790,9.2393
4,267,0.05152413,0.02198523,0.04061436,0.11676736,0.02379903,25.380722,23.782415,28.842,9.2575
4,268,0.04756835,0.02011081,0.03476469,0.10884117,0.03050753,27.461418,25.107995,28.891,9.2763
4,269,0.05330180,0.01973442,0.04650654,0.10281526,0.02707431,24.008840,23.040141,28.942,9.2944
4,270,0.05184489,0.02181234,0.03977451,0.11840604,0.02803595,25.776322,23.824372,29.171,9.2559
4,271,0.06123164,0.02347987,0.05082584,0.12144318,0.03506818,23.246963,22.026697,29.234,9.2699
4,272,0.04632881,0.01926252,0.03610794,0.10247286,0.02515952,26.934357,25.030780,29.283,9.2885
4,273,0.06528016,0.02624780,0.05241243,0.13755636,0.03602935,23.148522,21.999099,29.338,9.3055
4,274,0.05896156,0.02405975,0.04890299,0.12600407,0.02608849,24.256054,22.789766,29.549,9.2727
4,275,0.06366467,0.02461743,0.05393147,0.12803756,0.03195665,23.090203,22.016119,29.614,9.2861
4,276,0.04380802,0.01727793,0.03535125,0.09071377,0.02529951,26.306139,24.826983,29.664,9.3042
4,277,0.04250320,0.01783567,0.03181376,0.09512779,0.02611154,28.044069,26.062876,29.713,9.3225
4,278,0.04814010,0.01855561,0.03973250,0.09831904,0.02706267,25.636683,24.147270,29.933,9.2874
4,279,0.05192253,0.01943772,0.04408095,0.10295260,0.02845201,25.163963,23.872201,29.985,9.3047
4,280,0.05242498,0.02097564,0.04326555,0.11174777,0.02538916,24.891810,23.567321,30.036,9.3222
4,281,0.04019289,0.01592465,0.03193508,0.08321975,0.02445699,26.544980,25.190248,30.085,9.3401
4,282,0.04502486,0.01868911,0.03523559,0.09910310,0.02427472,26.552317,24.882303,30.308,9.3045
4,283,0.05637725,0.02341303,0.04325039,0.12368730,0.03308328,25.140176,23.370818,30.370,9.3185
4,284,0.05125280,0.02191936,0.03754960,0.11694139,0.03181502,26.723044,24.619368,30.418,9.3365
4,285,0.04798042,0.02022013,0.03578015,0.10794745,0.02940697,27.181373,24.862083,30.471,9.3532
4,286,0.04476345,0.01834883,0.03525191,0.09713033,0.02470152,26.875536,24.923666,30.690,9.3191
4,287,0.04669721,0.01801257,0.03820170,0.09589953,0.02706706,26.025474,24.418442,30.746,9.3347
4,288,0.04164641,0.01749500,0.03030431,0.09412651,0.02784871,28.709590,25.977256,30.794,9.3523
4,289,0.05108833,0.02021410,0.04235102,0.10659763,0.02565990,25.015491,23.871926,30.849,9.3683
4,290,0.06307524,0.02774404,0.04775995,0.14838247,0.03047751,24.777317,22.814096,31.072,9.3332
4,291,0.05785675,0.02420624,0.04416663,0.13011384,0.03302785,25.714062,23.701590,31.132,9.3472
4,292,0.05358258,0.02253316,0.04011135,0.11929951,0.03292294,26.166072,24.112805,31.184,9.3638
4,293,0.05103222,0.02025837,0.04149674,0.10592785,0.02798821,25.324845,23.613924,31.233,9.3812
4,294,0.05132751,0.02036549,0.04058850,0.10715561,0.03144613,26.296122,24.368719,31.450,9.3482
4,295,0.06038793,0.02460903,0.04740614,0.12918325,0.03483460,24.565313,23.086523,31.502,9.3645
4,296,0.06488699,0.02829124,0.04608430,0.15638204,0.04024814,26.402282,23.509243,31.551,9.3816
4,297,0.06397372,0.02621277,0.05186542,0.13734630,0.03132377,23.700216,22.361655,31.602,9.3983
4,298,0.05431758,0.02070063,0.04574855,0.10788107,0.02952574,24.016482,22.856972,31.835,9.3609
4,299,0.04603993,0.01789347,0.03865680,0.09374467,0.02347868,25.921160,24.618750,31.889,9.3762
4,300,0.03083052,0.01181253,0.02513393,0.06229415,0.01871868,28.330022,26.733280,31.940,9.3927
4,301,0.05250587,0.01926048,0.04551791,0.10075011,0.02833891,24.588064,23.489202,31.995,9.4078
4,302,0.04553477,0.01728229,0.03818898,0.09225636,0.02494198,26.158040,24.691162,32.214,9.3748
4,303,0.03051454,0.01199898,0.02432247,0.06323335,0.01863886,29.747877,27.805524,32.266,9.3906
4,304,0.06171547,0.02371273,0.05054119,0.12720773,0.03579693,23.325768,22.150698,32.319,9.4063
4,305,0.03796123,0.01579702,0.03023637,0.08390212,0.01863679,28.303239,26.326826,32.368,9.4228
4,306,0.04977510,0.01956800,0.04257499,0.10380159,0.02152203,25.508169,24.038396,32.616,9.3818
4,307,0.05072435,0.02009403,0.04076182,0.10596515,0.02921760,25.815567,24.250557,32.677,9.3949
4,308,0.03787725,0.01605068,0.02779145,0.08527042,0.02425338,28.785868,26.441373,32.728,9.4108
4,309,0.05406770,0.02093683,0.04633344,0.10945368,0.02522315,23.704746,22.813233,32.780,9.4264
4,310,0.04580588,0.01740526,0.03893521,0.09242243,0.02357861,26.357869,24.861170,32.987,9.3976
4,311,0.05238830,0.02172563,0.03985013,0.11688901,0.03128468,26.141934,24.111532,33.039,9.4132
4,312,0.05224394,0.02288281,0.04057465,0.12205032,0.02279077,26.046889,23.940612,33.090,9.4289
4,313,0.05154704,0.02064711,0.04184194,0.10957862,0.02707091,25.794374,24.080412,33.141,9.4444
4,314,0.04178102,0.01654465,0.03394521,0.08679938,0.02312336,27.111669,25.472801,33.371,9.4095
4,315,0.04136041,0.01632230,0.03445146,0.08575291,0.02059375,26.462801,25.124356,33.421,9.4253
4,316,0.04943646,0.01849852,0.04313788,0.09655631,0.02405696,25.101234,24.049407,33.477,9.4392
4,317,0.04450701,0.01822118,0.03538034,0.09709540,0.02349125,27.012310,25.257188,33.532,9.4535
4,318,0.06066367,0.02414869,0.04942442,0.12630349,0.03263367,23.608797,22.296546,33.752,9.4216
4,319,0.05961974,0.02404146,0.04687498,0.12737411,0.03511642,23.694190,22.375965,33.815,9.4338
4,320,0.06555215,0.02566864,0.05257663,0.13730791,0.03899819,23.087068,21.837867,33.870,9.4480
4,321,0.05452285,0.02290181,0.04126478,0.12178473,0.03212817,25.844824,23.926804,33.921,9.4632
4,322,0.04324150,0.01787136,0.03269719,0.09616442,0.02671687,28.295295,25.646731,34.150,9.4290
4,323,0.04064431,0.01653242,0.03135276,0.08770115,0.02498949,28.020146,25.936818,34.211,9.4414
4,324,0.04635590,0.01876763,0.03638789,0.09970062,0.02701890,26.921830,25.011184,34.264,9.4561
4,325,0.04753090,0.01949902,0.03657762,0.10356165,0.02860658,27.046906,25.033253,34.315,9.4710
4,326,0.03983069,0.01637598,0.03059991,0.08859020,0.02346072,28.626150,26.362571,34.510,9.4465
4,327,0.04232966,0.01749047,0.03223545,0.09374983,0.02560034,27.384733,25.445491,34.560,9.4618
4,328,0.03428003,0.01222648,0.03013158,0.06454837,0.01884822,27.941775,26.547909,34.612,9.4766
4,329,0.04446940,0.01787353,0.03437666,0.09656340,0.02769070,27.400695,25.236748,34.665,9.4909
4,330,0.03761937,0.01421428,0.03157207,0.07583815,0.02087922,27.978737,26.335732,34.888,9.4588
4,331,0.03881171,0.01635856,0.02860294,0.08841695,0.02446972,28.494908,26.063368,34.945,9.4720
4,332,0.04468406,0.01763397,0.03564566,0.09321917,0.02679864,26.269870,24.661894,34.995,9.4871
5,333,0.05629222,0.02247711,0.04615487,0.11818884,0.02886996,24.537237,23.070883,35.718,9.3230
5,334,0.04594152,0.01895988,0.03493496,0.10048829,0.02839663,27.206012,25.134470,35.768,9.3380
5,335,0.05614549,0.02344510,0.04467212,0.12364764,0.02755892,24.786274,23.126233,35.816,9.3534
5,336,0.05404760,0.02352239,0.03872021,0.12612116,0.03391262,26.152495,23.791624,35.861,9.3696
5,337,0.05900797,0.02291225,0.04869435,0.11886737,0.03310371,23.202114,22.098063,36.098,9.3357
5,338,0.05666326,0.02385911,0.04328334,0.12911323,0.03122541,25.583383,23.622884,36.145,9.3513
5,339,0.04980251,0.01995986,0.03881242,0.10595322,0.03092979,25.554057,23.973731,36.192,9.3666
5,340,0.06107856,0.02535307,0.04643791,0.13432324,0.03704631,24.885877,23.188667,36.236,9.3828
5,341,0.05397143,0.02042871,0.04720358,0.10581362,0.02500181,24.140387,23.143970,36.475,9.3489
5,342,0.04839099,0.01944712,0.03954820,0.10258838,0.02446893,25.369662,23.760004,36.522,9.3643
5,343,0.05111624,0.02062595,0.04124448,0.10986555,0.02669729,25.180099,23.568450,36.566,9.3802
5,344,0.04381173,0.01661225,0.03709993,0.08782077,0.02326974,26.133190,24.665191,36.613,9.3956
5,345,0.05043141,0.02008267,0.04018940,0.10587986,0.02953552,25.386016,23.873430,36.852,9.3619
5,346,0.03894220,0.01499202,0.03200291,0.07863414,0.02263996,27.729980,26.188388,36.901,9.3765
5,347,0.03753630,0.01317284,0.03350831,0.06894250,0.02036884,27.236917,26.134096,36.945,9.3923
5,348,0.05106096,0.02002703,0.04344241,0.10519756,0.02332373,25.369333,23.901336,36.989,9.4081
5,349,0.04931898,0.01910383,0.04106090,0.10025131,0.02647344,25.251768,24.037787,37.226,9.3751
5,350,0.03163603,0.01162729,0.02721987,0.06207691,0.01720195,28.860424,27.276690,37.270,9.3910
5,351,0.04427801,0.01773433,0.03736127,0.09384756,0.01908180,25.090464,24.134361,37.318,9.4057
5,352,0.04298934,0.01757398,0.03577261,0.09302580,0.01821215,26.530253,24.837768,37.363,9.4212
5,353,0.05612589,0.02338639,0.04194384,0.12304145,0.03603316,25.243686,23.683615,37.601,9.3880
5,354,0.05513171,0.02364428,0.03983251,0.12800916,0.03500329,26.568065,24.317192,37.653,9.4016
5,355,0.06106412,0.02289801,0.05299030,0.11729896,0.03101699,22.835984,22.012969,37.700,9.4165
5,356,0.06386979,0.02671303,0.04804253,0.14511380,0.03819159,25.447874,23.149230,37.748,9.4311
5,357,0.06196858,0.02580715,0.04667924,0.13880965,0.03783725,25.036341,23.211995,37.973,9.4015
5,358,0.04991877,0.02122549,0.03822656,0.11429804,0.02633554,26.509000,24.098040,38.027,9.4145
5,359,0.05311887,0.02003707,0.04626900,0.10399467,0.02545920,24.425241,23.393567,38.070,9.4300
5,360,0.04631702,0.01861980,0.03707628,0.09869966,0.02557704,25.934256,24.414068,38.121,9.4435
5,361,0.04764970,0.01859901,0.04081926,0.09610182,0.02186361,25.153319,23.956715,38.351,9.4131
5,362,0.05168109,0.02064430,0.04174153,0.11033016,0.02782675,25.359637,23.822203,38.401,9.4269
5,363,0.05077601,0.02041084,0.03946730,0.10932148,0.03124376,25.869682,24.048671,38.447,9.4415
5,364,0.04690806,0.01867009,0.03697421,0.09973116,0.02835299,26.617750,24.740406,38.497,9.4553
5,365,0.05939401,0.02416677,0.04564309,0.12678775,0.03742075,24.704424,23.194132,38.726,9.4253
5,366,0.04614419,0.01889038,0.03731679,0.09905916,0.02293655,25.729004,24.314327,38.778,9.4385
5,367,0.06342816,0.02598840,0.04888243,0.13753401,0.03827394,24.538786,23.036791,38.822,9.4534
5,368,0.06206123,0.02522109,0.04817557,0.13257825,0.03773212,23.916565,22.489899,38.886,9.4635
5,369,0.05493052,0.02144161,0.04525425,0.11239684,0.03012511,24.706384,23.439252,39.099,9.4375
5,370,0.04523293,0.01839777,0.03530863,0.09798260,0.02645179,26.756135,24.889523,39.147,9.4515
5,371,0.03963584,0.01652880,0.03001506,0.08936077,0.02347503,28.356874,26.081710,39.192,9.4663
5,372,0.04354839,0.01780332,0.03346338,0.09478128,0.02660584,27.562892,25.660920,39.281,9.4702
5,373,0.05329833,0.02240494,0.04177094,0.11943209,0.02693189,25.543764,23.775513,39.472,9.4499
5,374,0.04177898,0.01731574,0.03149807,0.09305988,0.02587764,27.808384,25.624547,39.536,9.4598
5,375,0.04923364,0.02150645,0.03627740,0.11462216,0.02767677,26.036119,24.172375,39.581,9.4743
5,376,0.05417611,0.02111736,0.04454840,0.11075278,0.03009875,25.004840,23.472325,39.665,9.4794
5,377,0.06376161,0.02602749,0.05322392,0.13632517,0.02714249,23.715130,22.338381,39.868,9.4561
5,378,0.04793995,0.01978439,0.03772806,0.10532698,0.02567208,26.544898,24.685884,39.929,9.4669
5,379,0.06346048,0.02639162,0.04922533,0.13934828,0.03545126,24.532112,22.730275,39.974,9.4813
5,380,0.05515425,0.02231422,0.04292576,0.11870813,0.03328178,25.643283,23.739660,40.055,9.4870
5,381,0.04648174,0.01754019,0.03902841,0.09226987,0.02625185,25.663770,24.356385,40.215,9.4740
5,382,0.04376208,0.01683571,0.03621094,0.08741108,0.02502926,26.754595,25.187656,40.301,9.4786
5,383,0.06582522,0.02525292,0.05720369,0.13021968,0.03006391,22.045915,21.100636,40.345,9.4931
5,384,0.05842332,0.02208294,0.04905844,0.11470035,0.03324091,23.633540,22.606899,40.446,9.4942
5,385,0.04968609,0.02139740,0.03675646,0.11674945,0.02824533,26.812122,24.386597,40.590,9.4852
5,386,0.04607030,0.01862018,0.03504122,0.10030727,0.02996500,27.097137,24.888430,40.686,9.4874
5,387,0.05084005,0.01809775,0.04634193,0.09369668,0.02372332,23.837553,23.036853,40.731,9.5013
5,388,0.04763322,0.01948083,0.03682967,0.10465281,0.02809834,26.909519,24.875261,40.852,9.4977
5,389,0.04320709,0.01659672,0.03662297,0.08720054,0.02191789,26.338459,24.728935,40.979,9.4926
5,390,0.03640576,0.01389131,0.03060745,0.07328579,0.01960116,27.447906,26.062703,41.058,9.4988
5,391,0.06017939,0.02298048,0.05151979,0.11878592,0.03027011,23.014058,22.083921,41.102,9.5129
5,392,0.03825111,0.01569082,0.02944862,0.08401068,0.02278864,27.639660,25.885931,41.234,9.5067
5,393,0.04948531,0.02048239,0.03796156,0.11086945,0.02859268,26.690880,24.594079,41.345,9.5053
5,394,0.04420992,0.01791453,0.03510965,0.09773774,0.02369849,27.206964,24.983077,41.450,9.5053
5,395,0.04837300,0.01904084,0.04295777,0.10121992,0.01598274,25.466292,24.038259,41.495,9.5192
5,396,0.05129213,0.02045747,0.03998788,0.11069235,0.03168814,26.133538,24.124489,41.620,9.5146
5,397,0.05295528,0.02208493,0.03977805,0.11909528,0.03241644,25.864114,23.975505,41.741,9.5111
5,398,0.05495512,0.02131421,0.04567137,0.11243372,0.02943163,24.254993,22.841576,41.822,9.5166
5,399,0.04620262,0.01843062,0.03720403,0.09766595,0.02559404,26.817847,24.810475,41.866,9.5304
5,400,0.03650774,0.01504669,0.02928756,0.08015741,0.01796543,28.074653,26.218561,42.003,9.5231
5,401,0.06452341,0.02610308,0.05099292,0.13811308,0.03684353,23.095900,21.817577,42.104,9.5240
5,402,0.06631926,0.02691569,0.05246455,0.14135394,0.03759158,23.414956,22.076228,42.215,9.5226
5,403,0.04898180,0.01874626,0.04192874,0.09699541,0.02441224,24.305708,23.361416,42.262,9.5358
5,404,0.05362941,0.02303351,0.03952283,0.12361448,0.03187692,26.276259,24.114969,42.391,9.5303
5,405,0.04878480,0.01972587,0.03880991,0.10575554,0.02672709,26.332512,24.796174,42.484,9.5331
5,406,0.05081437,0.02163298,0.03726802,0.11669492,0.03154387,26.909610,24.677147,42.594,9.5318
5,407,0.04439290,0.01746078,0.03605127,0.09160504,0.02521641,27.173753,25.484548,42.639,9.5453
5,408,0.03851889,0.01620316,0.02918744,0.08633372,0.02242095,28.791916,26.501987,42.783,9.5366
5,409,0.03965910,0.01452536,0.03416610,0.07774967,0.02163355,27.144885,25.683899,42.871,9.5403
5,410,0.03586975,0.01366734,0.02987979,0.07203278,0.02026387,28.045875,26.442597,42.966,9.5425
5,411,0.03878299,0.01624050,0.02953562,0.08647720,0.02252315,28.461963,26.371993,43.009,9.5562
5,412,0.04233372,0.01763126,0.03156213,0.09431751,0.02697754,28.064232,25.666753,43.164,9.5449
5,413,0.04326717,0.01780692,0.03318132,0.09615587,0.02562091,27.968767,25.277295,43.262,9.5465
5,414,0.04151843,0.01545324,0.03510455,0.08083148,0.02394272,26.699601,25.478131,43.347,9.5509
5,415,0.06028524,0.02569366,0.04176755,0.14563170,0.04250619,27.904687,24.257077,43.389,9.5646
6,416,0.03847804,0.01649053,0.02805301,0.08919877,0.02375466,27.761655,25.720084,44.114,9.4301
6,417,0.06698036,0.02737544,0.05170888,0.14417681,0.04070806,22.821726,21.521972,44.162,9.4426
6,418,0.06303879,0.02586830,0.04861525,0.13756531,0.03753954,23.816571,22.288132,44.206,9.4557
6,419,0.05883043,0.02517112,0.04567862,0.13249433,0.02926905,24.464321,22.967117,44.247,9.4695
6,420,0.05916366,0.02436560,0.04482049,0.12908572,0.03735149,23.722563,22.407193,44.488,9.4408
6,421,0.05544748,0.02271500,0.04307461,0.12094648,0.03222714,25.506381,23.682353,44.530,9.4543
6,422,0.07402014,0.03027357,0.05989613,0.15901415,0.03675056,22.462727,21.141176,44.572,9.4679
6,423,0.06057052,0.02377536,0.05016745,0.12375104,0.03201115,23.471377,22.209841,44.622,9.4795
6,424,0.04643171,0.01794518,0.03823620,0.09496213,0.02615315,25.946089,24.379601,44.873,9.4489
6,425,0.04740263,0.01880546,0.03735049,0.09989832,0.02917306,26.142219,24.213754,44.930,9.4591
6,426,0.05504953,0.02173130,0.04551834,0.11390736,0.02846086,25.012933,23.637253,44.980,9.4708
6,427,0.04444708,0.01810334,0.03455463,0.09625835,0.02633230,27.163157,25.151119,45.030,9.4825
6,428,0.04524082,0.01601516,0.04041193,0.08366944,0.02381440,25.965291,24.755112,45.258,9.4569
6,429,0.04508211,0.01697842,0.03843839,0.08794788,0.02428657,25.615004,24.531598,45.314,9.4673
6,430,0.03473380,0.01288534,0.03122305,0.06746593,0.01466140,26.970432,25.839388,45.364,9.4789
6,431,0.04818493,0.01913763,0.03784285,0.10137564,0.03000169,26.739123,24.830639,45.414,9.4904
6,432,0.03996610,0.01597478,0.03141727,0.08479032,0.02422983,27.121143,25.756984,45.659,9.4615
6,433,0.04087468,0.01586360,0.03376609,0.08390918,0.02237979,26.911514,25.334263,45.721,9.4706
6,434,0.04213586,0.01733020,0.03217723,0.09331100,0.02549859,28.033452,26.130034,45.770,9.4822
6,435,0.04500341,0.01704874,0.03831410,0.08842154,0.02387770,25.349296,24.360068,45.820,9.4936
6,436,0.04942536,0.02063986,0.03879261,0.10952295,0.02565260,26.564114,24.797988,46.009,9.4764
6,437,0.05738414,0.02368441,0.04563168,0.12640348,0.02920918,25.368788,23.482594,46.069,9.4858
6,438,0.04846300,0.02069698,0.03626105,0.11016608,0.02804257,26.749642,24.413929,46.119,9.4971
6,439,0.05547923,0.02234833,0.04417185,0.11611333,0.03182741,25.122738,23.674939,46.169,9.5085
6,440,0.06505970,0.02689071,0.04941794,0.14373085,0.03980793,24.493530,22.659733,46.387,9.4855
6,441,0.04827214,0.01970092,0.03778511,0.10510124,0.02752178,26.244395,24.314806,46.438,9.4966
6,442,0.05281277,0.02170791,0.04117934,0.11461315,0.03016420,25.711476,24.107885,46.488,9.5079
6,443,0.04523891,0.01769268,0.03631331,0.09325561,0.02735356,25.918320,24.622550,46.538,9.5190
6,444,0.04637617,0.01939935,0.03500170,0.10422401,0.02771082,27.018658,25.104767,46.767,9.4938
6,445,0.05068519,0.02090386,0.03917816,0.11046535,0.02958832,25.921422,24.052505,46.818,9.5049
6,446,0.05221673,0.01976389,0.04466692,0.10273398,0.02708904,23.931937,23.020442,46.870,9.5158
6,447,0.04271026,0.01636820,0.03641576,0.08670731,0.02100311,26.593447,25.129024,46.920,9.5268
6,448,0.06012844,0.02565605,0.04303645,0.13862105,0.04015032,26.300111,23.712083,47.145,9.5026
6,449,0.06577656,0.02764968,0.04866075,0.14571647,0.04241172,23.988031,22.411095,47.203,9.5122
6,450,0.05119980,0.02298856,0.03814622,0.12358665,0.02402439,26.740121,24.189942,47.251,9.5235
6,451,0.06692018,0.02793771,0.05150589,0.14715469,0.03815485,23.426030,21.967638,47.305,9.5340
6,452,0.04851048,0.01973222,0.03889457,0.10375906,0.02567819,26.034994,24.444548,47.519,9.5120
6,453,0.04590663,0.01942703,0.03305542,0.10532709,0.03077418,28.082074,25.664415,47.581,9.5207
6,454,0.04134591,0.01689658,0.03169031,0.09101181,0.02521702,27.392042,25.507538,47.631,9.5317
6,455,0.04742875,0.01822184,0.04026455,0.09507920,0.02404989,25.236611,24.182003,47.682,9.5423
6,456,0.04186861,0.01746025,0.03134557,0.09268186,0.02639088,27.938925,25.928968,47.918,9.5162
6,457,0.04644876,0.01908931,0.03547480,0.10200748,0.02840461,27.510422,25.487844,47.978,9.5251
6,458,0.04549993,0.01927188,0.03369713,0.10309013,0.02802963,26.943073,24.972899,48.028,9.5361
6,459,0.04702276,0.02015786,0.03442238,0.11062188,0.02810761,28.043942,25.363847,48.078,9.5470
6,460,0.05318766,0.02073514,0.04410791,0.10802405,0.02863439,24.715673,23.215840,48.280,9.5277
6,461,0.06196427,0.02401575,0.05180782,0.12517619,0.03278994,23.796600,22.470629,48.340,9.5367
6,462,0.05993605,0.02437226,0.04757765,0.13114432,0.03230114,24.475449,22.818515,48.390,9.5474
6,463,0.04463096,0.01822645,0.03465746,0.09686819,0.02632941,26.714031,25.017873,48.440,9.5581
6,464,0.04158365,0.01477803,0.03686197,0.07785216,0.02225360,26.171893,25.094769,48.686,9.5306
6,465,0.05600345,0.02100632,0.04861724,0.10921318,0.02787947,23.904784,22.924087,48.736,9.5412
6,466,0.04967215,0.02000649,0.03936458,0.10742427,0.02801701,26.233506,24.379905,48.788,9.5516
6,467,0.05085516,0.02000091,0.04185688,0.10395803,0.02751455,24.841036,23.645991,48.840,9.5619
6,468,0.05801702,0.02294257,0.04589722,0.12237589,0.03538166,23.821430,22.618462,49.064,9.5386
6,469,0.04882749,0.02158665,0.03537169,0.11571582,0.02775435,27.200963,24.755391,49.115,9.5490
6,470,0.03609947,0.01479250,0.02864656,0.07874680,0.01915987,28.510675,26.254323,49.166,9.5594
6,471,0.03982181,0.01619744,0.03175087,0.08607252,0.02134368,27.545593,25.944974,49.215,9.5702
6,472,0.03415480,0.01320074,0.03078138,0.06829746,0.01173804,27.377634,26.101086,49.433,9.5483
6,473,0.04037764,0.01629683,0.03316269,0.08641661,0.01943621,26.976796,25.568519,49.494,9.5567
6,474,0.03686663,0.01508786,0.02854548,0.08012460,0.02185180,28.613890,26.450349,49.543,9.5674
6,475,0.04229458,0.01615217,0.03579172,0.08517294,0.02201329,26.730744,25.388047,49.594,9.5777
6,476,0.04245232,0.01709175,0.03449022,0.09062731,0.02178159,27.064880,25.328418,49.807,9.5569
6,477,0.04436291,0.01621411,0.03839000,0.08503918,0.02438341,25.972102,24.704969,49.867,9.5655
6,478,0.05021865,0.02105482,0.03730308,0.11318523,0.03153657,26.799471,24.484761,49.918,9.5758
6,479,0.05189789,0.02080076,0.04323206,0.11037426,0.02387835,25.412487,23.754060,49.969,9.5860
6,480,0.04180156,0.01671422,0.03281724,0.08927909,0.02527260,27.809104,26.005672,50.170,9.5674
6,481,0.04330583,0.01616750,0.03776446,0.08494532,0.02116591,26.722229,25.374488,50.236,9.5748
6,482,0.05205515,0.02065735,0.04083300,0.11000166,0.03247549,25.377406,23.502038,50.292,9.5841
6,483,0.04567880,0.01790766,0.03747790,0.09438892,0.02496682,25.717776,24.317329,50.349,9.5931
6,484,0.06255028,0.02482527,0.04986422,0.13046461,0.03713091,23.218727,21.975563,50.556,9.5736
6,485,0.05119242,0.02160557,0.03814831,0.11644599,0.03096391,26.475759,24.134840,50.606,9.5839
6,486,0.06838859,0.02747378,0.05478509,0.14361784,0.03834410,22.700369,21.510423,50.646,9.5961
6,487,0.06380066,0.02632924,0.05013952,0.13894887,0.03474779,23.255078,21.914983,50.695,9.6064
6,488,0.04659915,0.01890597,0.03598479,0.10005780,0.02885314,26.558806,24.938148,50.933,9.5811
6,489,0.05354695,0.02149416,0.04267336,0.11384830,0.03033060,25.582381,23.778251,50.974,9.5931
6,490,0.05292910,0.02112316,0.04301347,0.11129063,0.02828682,25.356303,23.898158,51.016,9.6048
6,491,0.03683766,0.01496907,0.02963603,0.07906414,0.01916921,27.965339,26.387421,51.057,9.6167
6,492,0.04251593,0.01660891,0.03424579,0.08971784,0.02479573,26.950237,25.350211,51.341,9.5830
6,493,0.03765047,0.01521678,0.02947894,0.08169872,0.02204721,28.523854,26.340330,51.405,9.5906
6,494,0.04218414,0.01708635,0.03257000,0.09239167,0.02569099,27.872994,25.661136,51.455,9.6006
6,495,0.04537793,0.01826072,0.03587224,0.09667832,0.02635691,26.512206,24.996895,51.506,9.6105
6,496,0.03498093,0.01377112,0.02820526,0.07236221,0.02038129,28.973968,27.241156,51.712,9.5916
6,497,0.04286064,0.01559868,0.03813954,0.08248330,0.02054420,25.966560,24.771808,51.772,9.5998
6,498,0.04771019,0.01922898,0.03885001,0.09991778,0.02472416,25.708727,24.259088,51.821,9.6099
7,499,0.06551774,0.02727686,0.05177368,0.14337564,0.03378598,23.169315,21.880052,52.560,9.4939
7,500,0.06558647,0.02670735,0.05108301,0.14065740,0.03901039,23.498178,22.070179,52.624,9.5014
7,501,0.06429400,0.02612183,0.05093381,0.13678101,0.03620784,23.233534,22.034293,52.745,9.4985
7,502,0.05376158,0.02177550,0.04217492,0.11454825,0.03170443,24.439876,23.125681,52.800,9.5076
7,503,0.05075791,0.02131269,0.03952669,0.11281668,0.02677009,25.432401,23.730962,52.924,9.5041
7,504,0.06569977,0.02646344,0.05360208,0.13919485,0.03331212,22.648495,21.483278,52.980,9.5130
7,505,0.05193887,0.02140613,0.04017213,0.11280221,0.03041583,25.659225,23.956944,53.033,9.5224
7,506,0.05152109,0.02096017,0.04098492,0.11010012,0.02826005,25.443387,23.996719,53.084,9.5320
7,507,0.04325735,0.01636848,0.03647636,0.08601304,0.02376409,26.364104,25.154606,53.299,9.5124
7,508,0.04310546,0.01709086,0.03354071,0.09324725,0.02711299,27.444946,25.310349,53.357,9.5208
7,509,0.04511956,0.01875009,0.03478172,0.09896284,0.02593849,27.202469,25.277625,53.409,9.5302
7,510,0.05098134,0.01927602,0.04264027,0.10287660,0.02865682,25.025457,23.779957,53.459,9.5401
7,511,0.05029159,0.01961429,0.04154926,0.10281603,0.02731534,25.151960,23.953454,53.671,9.5209
7,512,0.04491088,0.01661080,0.03902868,0.08695520,0.02324399,25.505543,24.383804,53.722,9.5306
7,513,0.04251073,0.01587444,0.03610446,0.08250120,0.02392934,26.138403,24.906229,53.775,9.5398
7,514,0.05382327,0.02047483,0.04460802,0.10824968,0.03115549,24.947478,23.584763,53.827,9.5491
7,515,0.03687398,0.01505127,0.02974893,0.08021121,0.01838030,27.211496,25.767471,54.046,9.5289
7,516,0.05008978,0.02112455,0.03812769,0.11302961,0.02822103,26.488062,24.506985,54.107,9.5367
7,517,0.05384151,0.02087705,0.04464432,0.10921723,0.02943975,23.756256,22.819945,54.158,9.5461
7,518,0.04241251,0.01671917,0.03503589,0.08997078,0.02144655,26.367592,25.020318,54.208,9.5558
7,519,0.04884062,0.02017807,0.03730105,0.10853654,0.02911574,26.902355,24.572622,54.426,9.5359
7,520,0.06578844,0.02461495,0.05655654,0.12690674,0.03504822,22.322948,21.522200,54.477,9.5454
7,521,0.04144058,0.01704350,0.03221580,0.09047383,0.02376107,27.422780,25.740284,54.526,9.5550
7,522,0.04700982,0.01899886,0.03659815,0.10131387,0.02836446,26.976686,25.179304,54.577,9.5645
7,523,0.05049010,0.02125399,0.03786915,0.11377092,0.03032279,26.723753,24.712399,54.803,9.5434
